"Category","BookFolder","FileName","RelPath","SizeBytes"
"01、玄幻","17、武道zs","《武道宗师》（校对版全本）.rar","01、玄幻\17、武道zs\《武道宗师》（校对版全本）.rar","2345328"
"01、玄幻","17、武道zs","《武道宗师》（校对版全本）.txt","01、玄幻\17、武道zs\《武道宗师》（校对版全本）.txt","5425739"
"01、玄幻","18、长夜yh","《长夜余火》（校对版全本）.txt","01、玄幻\18、长夜yh\《长夜余火》（校对版全本）.txt","6229566"
"01、玄幻","19、长生j","《长生界》（校对版全本）.rar","01、玄幻\19、长生j\《长生界》（校对版全本）.rar","2365172"
"01、玄幻","19、长生j","《长生界》（校对版全本）.txt","01、玄幻\19、长生j\《长生界》（校对版全本）.txt","5973425"
"01、玄幻","20、大主z","《大主宰》（校对版全本）.rar","01、玄幻\20、大主z\《大主宰》（校对版全本）.rar","3709008"
"01、玄幻","20、大主z","《大主宰》（校对版全本）.txt","01、玄幻\20、大主z\《大主宰》（校对版全本）.txt","10517409"
"01、玄幻","21、元z","《元尊》（校对版全本）.rar","01、玄幻\21、元z\《元尊》（校对版全本）.rar","3016567"
"01、玄幻","21、元z","《元尊》（校对版全本）.txt","01、玄幻\21、元z\《元尊》（校对版全本）.txt","8223110"
"01、玄幻","22、魔兽剑圣","《魔兽剑圣异界纵横》（校对版全本）.rar","01、玄幻\22、魔兽剑圣\《魔兽剑圣异界纵横》（校对版全本）.rar","1876252"
"01、玄幻","22、魔兽剑圣","《魔兽剑圣异界纵横》（校对版全本）.txt","01、玄幻\22、魔兽剑圣\《魔兽剑圣异界纵横》（校对版全本）.txt","4851170"
"01、玄幻","23、雪 鹰","《雪鹰领主》（校对版全本）.rar","01、玄幻\23、雪 鹰\《雪鹰领主》（校对版全本）.rar","2909797"
"01、玄幻","23、雪 鹰","《雪鹰领主》（校对版全本）.txt","01、玄幻\23、雪 鹰\《雪鹰领主》（校对版全本）.txt","7751056"
"01、玄幻","24、星 门","《星门》（校对版全本）.txt","01、玄幻\24、星 门\《星门》（校对版全本）.txt","14352246"
"01、玄幻","25、间k","《间客》（精校版全本）.rar","01、玄幻\25、间k\《间客》（精校版全本）.rar","3001531"
"01、玄幻","25、间k","《间客》（精校版全本）.txt","01、玄幻\25、间k\《间客》（精校版全本）.txt","7065908"
"01、玄幻","26、将y","《将夜》（校对版全本）.rar","01、玄幻\26、将y\《将夜》（校对版全本）.rar","3330227"
"01、玄幻","26、将y","《将夜》（校对版全本）.txt","01、玄幻\26、将y\《将夜》（校对版全本）.txt","7990694"
"01、玄幻","26、星 河","《星 河 大 帝》（校对版全本）.txt","01、玄幻\26、星 河\《星 河 大 帝》（校对版全本）.txt","7292576"
"01、玄幻","27、择tj","《择天记》（校对版全本）.rar","01、玄幻\27、择tj\《择天记》（校对版全本）.rar","2631794"
"01、玄幻","27、择tj","《择天记》（校对版全本）.txt","01、玄幻\27、择tj\《择天记》（校对版全本）.txt","6728297"
"01、玄幻","28、大道","《大道朝天》（校对版全本）.rar","01、玄幻\28、大道\《大道朝天》（校对版全本）.rar","2597057"
"01、玄幻","28、大道","《大道朝天》（校对版全本）.txt","01、玄幻\28、大道\《大道朝天》（校对版全本）.txt","6575440"
"01、玄幻","29、朱雀","《朱雀记》（校对版全本）.rar","01、玄幻\29、朱雀\《朱雀记》（校对版全本）.rar","1333270"
"01、玄幻","29、朱雀","《朱雀记》（校对版全本）.txt","01、玄幻\29、朱雀\《朱雀记》（校对版全本）.txt","2942791"
"01、玄幻","30、临渊","《临渊行》（校对版全本）.rar","01、玄幻\30、临渊\《临渊行》（校对版全本）.rar","2917583"
"01、玄幻","30、临渊","《临渊行》（校对版全本）.txt","01、玄幻\30、临渊\《临渊行》（校对版全本）.txt","7319259"
"01、玄幻","31、宿命zh","《宿命之环》（校对版全本）.txt","01、玄幻\31、宿命zh\《宿命之环》（校对版全本）.txt","8080691"
"01、玄幻","32、神印wz","《神印王座》（校对版全本）.rar","01、玄幻\32、神印wz\《神印王座》（校对版全本）.rar","2091394"
"01、玄幻","32、神印wz","《神印王座》（校对版全本）.txt","01、玄幻\32、神印wz\《神印王座》（校对版全本）.txt","5356933"
"01、玄幻","33、天z变","《天珠变》（校对版全本）.rar","01、玄幻\33、天z变\《天珠变》（校对版全本）.rar","2080617"
"01、玄幻","33、天z变","《天珠变》（校对版全本）.txt","01、玄幻\33、天z变\《天珠变》（校对版全本）.txt","5407849"
"01、玄幻","34、雪中hdx","《雪中悍刀行》（校对版全本）.rar","01、玄幻\34、雪中hdx\《雪中悍刀行》（校对版全本）.rar","4438629"
"01、玄幻","34、雪中hdx","《雪中悍刀行》（校对版全本）.txt","01、玄幻\34、雪中hdx\《雪中悍刀行》（校对版全本）.txt","9708029"
"01、玄幻","35、儒道zs","《儒道至圣》（校对版全本）.txt","01、玄幻\35、儒道zs\《儒道至圣》（校对版全本）.txt","16510321"
"01、玄幻","36、乱s","《乱 s 书》（校对版全本）.txt","01、玄幻\36、乱s\《乱 s 书》（校对版全本）.txt","9594271"
"01、玄幻","37、我的徒弟","《我的徒弟都是大fp》（校对版全本）.txt","01、玄幻\37、我的徒弟\《我的徒弟都是大fp》（校对版全本）.txt","10087039"
"01、玄幻","38、恶m法z","《恶m法z》（校对版全本）.txt","01、玄幻\38、恶m法z\《恶m法z》（校对版全本）.txt","7448380"
"01、玄幻","39、N 侠","《女 侠 且 慢》（校对版全本）.txt","01、玄幻\39、N 侠\《女 侠 且 慢》（校对版全本）.txt","9735646"
"01、玄幻","40、全 职","《全 z 法 s》.txt","01、玄幻\40、全 职\《全 z 法 s》.txt","22582887"
"01、玄幻","41、永 夜","《永 夜 君 王》（校对版全本）.txt","01、玄幻\41、永 夜\《永 夜 君 王》（校对版全本）.txt","10394255"
"01、玄幻","42、保 护","《保 护 我 方 族 长》（校对版）.txt","01、玄幻\42、保 护\《保 护 我 方 族 长》（校对版）.txt","21398311"
"01、玄幻","43、神 话","《神话纪元，...恒星级巨兽》（校对版）.txt","01、玄幻\43、神 话\《神话纪元，...恒星级巨兽》（校对版）.txt","11109132"
"01、玄幻","44、渊 T 尊","《渊 天 尊》（校对版）.txt","01、玄幻\44、渊 T 尊\《渊 天 尊》（校对版）.txt","13970888"
"01、玄幻","45、武 炼","《武 炼 巅 峰》（校对版全本）.txt","01、玄幻\45、武 炼\《武 炼 巅 峰》（校对版全本）.txt","39245931"
"01、玄幻","46、最 强","《万 古 最 强 宗》（校对版全本）.txt","01、玄幻\46、最 强\《万 古 最 强 宗》（校对版全本）.txt","10494563"
"01、玄幻","47、伏 天","《伏 天 氏》（校对版全本）.txt","01、玄幻\47、伏 天\《伏 天 氏》（校对版全本）.txt","18047426"
"01、玄幻","48、最 强 Z X","《史 上 最 强 赘 婿》（校对版全本）.txt","01、玄幻\48、最 强 Z X\《史 上 最 强 赘 婿》（校对版全本）.txt","9988709"
"01、玄幻","49、顶 级 气 运","《顶级气运，悄悄修炼千年》（校对版全本）.txt","01、玄幻\49、顶 级 气 运\《顶级气运，悄悄修炼千年》（校对版全本）.txt","5614236"
"01、玄幻","50、武 极","《武 极 天 下》（校对版全本）.txt","01、玄幻\50、武 极\《武 极 天 下》（校对版全本）.txt","14271838"
"01、玄幻","51、垂 钓","《垂 钓 之 神》（校对版全本）.txt","01、玄幻\51、垂 钓\《垂 钓 之 神》（校对版全本）.txt","21756932"
"01、玄幻","52、异 世","《异 世 邪 君》（校对版全本）.txt","01、玄幻\52、异 世\《异 世 邪 君》（校对版全本）.txt","8821113"
"01、玄幻","53、帝 霸","《帝 霸》（校对版）.txt","01、玄幻\53、帝 霸\《帝 霸》（校对版）.txt","68969976"
"01、玄幻","54、我 有","《我 有 一 剑》（校对版）.txt","01、玄幻\54、我 有\《我 有 一 剑》（校对版）.txt","12141237"
"01、玄幻","55、龙 F","《龙 符》（校对版全本）.txt","01、玄幻\55、龙 F\《龙 符》（校对版全本）.txt","7545255"
"01、玄幻","57、圣 w","《圣 王》（校对版全本）.txt","01、玄幻\57、圣 w\《圣 王》（校对版全本）.txt","10656509"
"01、玄幻","58、剑 道","《剑 道 第 一 仙》（校对版）.txt","01、玄幻\58、剑 道\《剑 道 第 一 仙》（校对版）.txt","25274654"
"01、玄幻","59、巫 x x 界","《巫 师 世 界》（精校版全本）.txt","01、玄幻\59、巫 x x 界\《巫 师 世 界》（精校版全本）.txt","4459631"
"01、玄幻","60、永 恒","《永 恒 剑 主》（校对版全本）.txt","01、玄幻\60、永 恒\《永 恒 剑 主》（校对版全本）.txt","6918101"
"01、玄幻","61、召 唤","《召 唤 梦 魇》（校对版全本）.txt","01、玄幻\61、召 唤\《召 唤 梦 魇》（校对版全本）.txt","4570041"
"01、玄幻","62、万 千","《万 千 之 心》（校对版全本）.txt","01、玄幻\62、万 千\《万 千 之 心》（校对版全本）.txt","3602394"
"01、玄幻","63、十 方","《十 方 武 圣》（校对版全本）.txt","01、玄幻\63、十 方\《十 方 武 圣》（校对版全本）.txt","6534456"
"01、玄幻","64、修 行","《我 的 属 性 修 行 人 生》（校对版）.txt","01、玄幻\64、修 行\《我 的 属 性 修 行 人 生》（校对版）.txt","5437091"
"01、玄幻","65、太 古","《太 古 神 王》（校对版全本）.txt","01、玄幻\65、太 古\《太 古 神 王》（校对版全本）.txt","13333337"
"01、玄幻","66、绝 世","《绝 世 武 神》（校对版全本）.txt","01、玄幻\66、绝 世\《绝 世 武 神》（校对版全本）.txt","14606063"
"01、玄幻","67、太 平","《太 平 令》（校对版）.txt","01、玄幻\67、太 平\《太 平 令》（校对版）.txt","10584840"
"01、玄幻","68、图 书 馆","《天道图书馆》（校对版全本）.txt","01、玄幻\68、图 书 馆\《天道图书馆》（校对版全本）.txt","13866425"
"01、玄幻","69、牧 龙 师","《牧 龙 师》（校对版全本）.txt","01、玄幻\69、牧 龙 师\《牧 龙 师》（校对版全本）.txt","7695039"
"01、玄幻","70、明 日","《明 日 之 劫》（校对版全本）.txt","01、玄幻\70、明 日\《明 日 之 劫》（校对版全本）.txt","5792715"
"01、玄幻","71、超 神","《超 级 神 基 因》（校对版全本）.txt","01、玄幻\71、超 神\《超 级 神 基 因》（校对版全本）.txt","15526068"
"01、玄幻","72、禁 区","《神 话 禁 区》（校对版全本）.txt","01、玄幻\72、禁 区\《神 话 禁 区》（校对版全本）.txt","4364067"
"01、玄幻","73、天 阿","《天 阿 降 临》（校对版）.txt","01、玄幻\73、天 阿\《天 阿 降 临》（校对版）.txt","11174022"
"01、玄幻","74、逆 天","《逆 天 邪 神》（校对版）.txt","01、玄幻\74、逆 天\《逆 天 邪 神》（校对版）.txt","22989277"
"01、玄幻","75、傲 世","《傲 世 九 重 天》（精校版全本）.txt","01、玄幻\75、傲 世\《傲 世 九 重 天》（精校版全本）.txt","17893799"
"01、玄幻","76、凌 天","《凌 天 传 说》（校对版全本）.txt","01、玄幻\76、凌 天\《凌 天 传 说》（校对版全本）.txt","4984079"
"01、玄幻","77、至 尊","《我 是 至 尊》（校对版全本）.txt","01、玄幻\77、至 尊\《我 是 至 尊》（校对版全本）.txt","9907038"
"01、玄幻","78、苍 穹","《天 域 苍 穹》（校对版全本）.txt","01、玄幻\78、苍 穹\《天 域 苍 穹》（校对版全本）.txt","10823358"
"01、玄幻","79、左 道","《御 道 倾 天》（校对版全本）.txt","01、玄幻\79、左 道\《御 道 倾 天》（校对版全本）.txt","10483685"
"01、玄幻","80、小 师 叔","《有 请 小 师 叔》（校对版全本）.txt","01、玄幻\80、小 师 叔\《有 请 小 师 叔》（校对版全本）.txt","3600299"
"01、玄幻","81、原 始","《原 始 战 记》（校对版全本）.txt","01、玄幻\81、原 始\《原 始 战 记》（校对版全本）.txt","5399038"
"01、玄幻","82、罪 恶","《罪 恶 之 城》（校对版全本）.txt","01、玄幻\82、罪 恶\《罪 恶 之 城》（校对版全本）.txt","8876595"
"01、玄幻","83、史 上","《史 上 最 强 师 兄》（校对版全本）.txt","01、玄幻\83、史 上\《史 上 最 强 师 兄》（校对版全本）.txt","8445912"
"01、玄幻","84、别 秀","《公 子 别 秀》（校对版全本）.txt","01、玄幻\84、别 秀\《公 子 别 秀》（校对版全本）.txt","3260160"
"01、玄幻","85、史 上","《史 上 第 一 祖 师 爷》（校对版）.txt","01、玄幻\85、史 上\《史 上 第 一 祖 师 爷》（校对版）.txt","9790407"
"01、玄幻","86、魔 皇","《我 夺 舍 了 魔 皇》（校对版）.txt","01、玄幻\86、魔 皇\《我 夺 舍 了 魔 皇》（校对版）.txt","4864191"
"01、玄幻","87、天 师","《从 天 师 府 开 始》（校对版）.txt","01、玄幻\87、天 师\《从 天 师 府 开 始》（校对版）.txt","11681411"
"01、玄幻","88、万 古","《万古神帝》（校对版全本）.epub","01、玄幻\88、万 古\《万古神帝》（校对版全本）.epub","23953801"
"01、玄幻","89、金 丹","《金丹是恒星，你管这叫修仙？》（校对版）.txt","01、玄幻\89、金 丹\《金丹是恒星，你管这叫修仙？》（校对版）.txt","9040608"
"01、玄幻","90、乌 托 邦","《故 障 乌 托 邦》（校对版）.txt","01、玄幻\90、乌 托 邦\《故 障 乌 托 邦》（校对版）.txt","4317664"
"01、玄幻","91、人H纪","《人 皇 纪》（校对版全本）.txt","01、玄幻\91、人H纪\《人 皇 纪》（校对版全本）.txt","16492110"
"01、玄幻","92、魔 神","《魔 神 乐 园》（校对版全本）.txt","01、玄幻\92、魔 神\《魔 神 乐 园》（校对版全本）.txt","5543010"
"01、玄幻","93、普 罗","《普 罗 之 主》（精校版）.txt","01、玄幻\93、普 罗\《普 罗 之 主》（精校版）.txt","14670799"
"02、仙侠","01、FRXXZ","《凡人修仙之仙界篇》（校对版全本）.txt","02、仙侠\01、FRXXZ\《凡人修仙之仙界篇》（校对版全本）.txt","9331772"
"02、仙侠","01、FRXXZ","《凡人修仙传》（校对版全本+番外）.txt","02、仙侠\01、FRXXZ\《凡人修仙传》（校对版全本+番外）.txt","15224548"
"02、仙侠","02、大奉打更人","《大奉打更人》（校对版）.txt","02、仙侠\02、大奉打更人\《大奉打更人》（校对版）.txt","8380410"
"02、仙侠","03、我师兄实在太稳健了","《我师兄实在太稳健了》（校对版全本）.txt","02、仙侠\03、我师兄实在太稳健了\《我师兄实在太稳健了》（校对版全本）.txt","8047351"
"02、仙侠","04、仙逆","《仙逆》（校对版全本）.txt","02、仙侠\04、仙逆\《仙逆》（校对版全本）.txt","13674546"
"02、仙侠","04、仙逆","《凡人修仙之仙界篇》（校对版全本）.txt","02、仙侠\04、仙逆\《凡人修仙之仙界篇》（校对版全本）.txt","9331772"
"02、仙侠","04、仙逆","《凡人修仙传》（校对版全本+番外）.txt","02、仙侠\04、仙逆\《凡人修仙传》（校对版全本+番外）.txt","15224548"
"02、仙侠","05、一念永恒","《一念永恒》（校对版全本）.rar","02、仙侠\05、一念永恒\《一念永恒》（校对版全本）.rar","2860382"
"02、仙侠","05、一念永恒","《一念永恒》（校对版全本）.txt","02、仙侠\05、一念永恒\《一念永恒》（校对版全本）.txt","7774272"
"02、仙侠","06、神秘复苏","《神秘复苏》（精校版全本）.txt","02、仙侠\06、神秘复苏\《神秘复苏》（精校版全本）.txt","11602098"
"02、仙侠","07、飞剑","《飞剑问道》（校对版全本）.rar","02、仙侠\07、飞剑\《飞剑问道》（校对版全本）.rar","1700140"
"02、仙侠","07、飞剑","《飞剑问道》（校对版全本）.txt","02、仙侠\07、飞剑\《飞剑问道》（校对版全本）.txt","4358664"
"02、仙侠","08、玄界zm","《玄界之门》（精校版全本）.rar","02、仙侠\08、玄界zm\《玄界之门》（精校版全本）.rar","2746950"
"02、仙侠","08、玄界zm","《玄界之门》（精校版全本）.txt","02、仙侠\08、玄界zm\《玄界之门》（精校版全本）.txt","7024960"
"02、仙侠","09、魔tj","《魔天记》（精校版全本）.rar","02、仙侠\09、魔tj\《魔天记》（精校版全本）.rar","4031767"
"02、仙侠","09、魔tj","《魔天记》（精校版全本）.txt","02、仙侠\09、魔tj\《魔天记》（精校版全本）.txt","10455267"
"02、仙侠","10、灭世TL","《灭运图录》（精校版全本）.rar","02、仙侠\10、灭世TL\《灭运图录》（精校版全本）.rar","2537287"
"02、仙侠","10、灭世TL","《灭运图录》（精校版全本）.txt","02、仙侠\10、灭世TL\《灭运图录》（精校版全本）.txt","5966571"
"02、仙侠","11、q魔","《求魔》（校对版全本）.rar","02、仙侠\11、q魔\《求魔》（校对版全本）.rar","3512724"
"02、仙侠","11、q魔","《求魔》（校对版全本）.txt","02、仙侠\11、q魔\《求魔》（校对版全本）.txt","9519341"
"02、仙侠","12、我欲ft","《我欲封天》（校对版全本）.rar","02、仙侠\12、我欲ft\《我欲封天》（校对版全本）.rar","3792329"
"02、仙侠","12、我欲ft","《我欲封天》（校对版全本）.txt","02、仙侠\12、我欲ft\《我欲封天》（校对版全本）.txt","10384405"
"02、仙侠","13、三寸rj","《三寸人间》（校对版全本）.rar","02、仙侠\13、三寸rj\《三寸人间》（校对版全本）.rar","3025524"
"02、仙侠","13、三寸rj","《三寸人间》（校对版全本）.txt","02、仙侠\13、三寸rj\《三寸人间》（校对版全本）.txt","8003839"
"02、仙侠","14、莽荒j","《莽荒纪》（校对版全本）.rar","02、仙侠\14、莽荒j\《莽荒纪》（校对版全本）.rar","3385872"
"02、仙侠","14、莽荒j","《莽荒纪》（校对版全本）.txt","02、仙侠\14、莽荒j\《莽荒纪》（校对版全本）.txt","9078724"
"02、仙侠","15、星辰","《星辰变》（校对版全本）.txt","02、仙侠\15、星辰\《星辰变》（校对版全本）.txt","5548542"
"02、仙侠","16、寸芒","《寸芒》（校对版全本）.rar","02、仙侠\16、寸芒\《寸芒》（校对版全本）.rar","1433737"
"02、仙侠","16、寸芒","《寸芒》（校对版全本）.txt","02、仙侠\16、寸芒\《寸芒》（校对版全本）.txt","3752259"
"02、仙侠","17、星峰","《星峰传说》（校对版全本）.rar","02、仙侠\17、星峰\《星峰传说》（校对版全本）.rar","1185003"
"02、仙侠","17、星峰","《星峰传说》（校对版全本）.txt","02、仙侠\17、星峰\《星峰传说》（校对版全本）.txt","2988483"
"02、仙侠","18、大梦z","《大梦主》（校对版全本）.rar","02、仙侠\18、大梦z\《大梦主》（校对版全本）.rar","3762267"
"02、仙侠","18、大梦z","《大梦主》（校对版全本）.txt","02、仙侠\18、大梦z\《大梦主》（校对版全本）.txt","9407188"
"02、仙侠","19、dz","《帝尊》（校对版全本+番外）.rar","02、仙侠\19、dz\《帝尊》（校对版全本+番外）.rar","4352320"
"02、仙侠","19、dz","《帝尊》（校对版全本+番外）.txt","02、仙侠\19、dz\《帝尊》（校对版全本+番外）.txt","11468343"
"02、仙侠","20、剑L","《剑 来 》（精校版全本）.txt","02、仙侠\20、剑L\《剑 来 》（精校版全本）.txt","39779803"
"02、仙侠","21、极道","《极道天魔》（校对版全本）.rar","02、仙侠\21、极道\《极道天魔》（校对版全本）.rar","3581916"
"02、仙侠","21、极道","《极道天魔》（校对版全本）.txt","02、仙侠\21、极道\《极道天魔》（校对版全本）.txt","8516214"
"02、仙侠","22、诛仙","《诛仙》（校对版全本）.rar","02、仙侠\22、诛仙\《诛仙》（校对版全本）.rar","1338829"
"02、仙侠","22、诛仙","《诛仙》（校对版全本）.txt","02、仙侠\22、诛仙\《诛仙》（校对版全本）.txt","3206473"
"02、仙侠","23、大道","《大道争锋》（校对版全本）.rar","02、仙侠\23、大道\《大道争锋》（校对版全本）.rar","6788400"
"02、仙侠","23、大道","《大道争锋》（校对版全本）.txt","02、仙侠\23、大道\《大道争锋》（校对版全本）.txt","15953570"
"02、仙侠","24、问道","《问道红尘(仙子请自重)》（校对版全本）.rar","02、仙侠\24、问道\《问道红尘(仙子请自重)》（校对版全本）.rar","2790959"
"02、仙侠","24、问道","《问道红尘(仙子请自重)》（校对版全本）.txt","02、仙侠\24、问道\《问道红尘(仙子请自重)》（校对版全本）.txt","6310199"
"02、仙侠","25、这是","《这是wd星球》（校对版全本）.txt","02、仙侠\25、这是\《这是wd星球》（校对版全本）.txt","3550155"
"02、仙侠","26、请G子Z妖","《请G子Z妖》（校对版全本）.txt","02、仙侠\26、请G子Z妖\《请G子Z妖》（校对版全本）.txt","8260303"
"02、仙侠","27、烂K棋Y","《烂K棋Y》（校对版全本）.txt","02、仙侠\27、烂K棋Y\《烂K棋Y》（校对版全本）.txt","6806074"
"02、仙侠","28、大w读s人","《大w读s人》（校对版全本）.txt","02、仙侠\28、大w读s人\《大w读s人》（校对版全本）.txt","5442343"
"02、仙侠","29、道 君","《道君》（校对版全本）.txt","02、仙侠\29、道 君\《道君》（校对版全本）.txt","10721342"
"02、仙侠","30、大 乘","《大 乘 期》.txt","02、仙侠\30、大 乘\《大 乘 期》.txt","3578815"
"02、仙侠","31、择 日","《择 日 飞 升》（校对版全本）.txt","02、仙侠\31、择 日\《择 日 飞 升》（校对版全本）.txt","13574158"
"02、仙侠","32、苟 在","《苟 在 妖 武 乱 世 修 仙》（校对版）.txt","02、仙侠\32、苟 在\《苟 在 妖 武 乱 世 修 仙》（校对版）.txt","11698096"
"02、仙侠","33、这 个","《这个人仙太过正经》（校对版）.txt","02、仙侠\33、这 个\《这个人仙太过正经》（校对版）.txt","6127108"
"02、仙侠","34、神 话 D 皇","《最 强 神 话 帝 皇》（校对版全本）.txt","02、仙侠\34、神 话 D 皇\《最 强 神 话 帝 皇》（校对版全本）.txt","8670768"
"02、仙侠","35、造 化","《造 化 之 门》（校对版全本）.txt","02、仙侠\35、造 化\《造 化 之 门》（校对版全本）.txt","9939644"
"02、仙侠","36、黑 山","《黑 山 老 妖》（校对版全本）.txt","02、仙侠\36、黑 山\《黑 山 老 妖》（校对版全本）.txt","2543669"
"02、仙侠","37、阳 S","《阳 神》（校对版全本）.txt","02、仙侠\37、阳 S\《阳 神》（校对版全本）.txt","6086405"
"02、仙侠","38、佛 本","《佛 本 是 道》（校对版全本）.txt","02、仙侠\38、佛 本\《佛 本 是 道》（校对版全本）.txt","4009069"
"02、仙侠","39、弃 宇","《弃 宇 宙》（校对版全本）.txt","02、仙侠\39、弃 宇\《弃 宇 宙》（校对版全本）.txt","8674401"
"02、仙侠","40、不 朽","《不 朽 凡 人》（校对版全本）.txt","02、仙侠\40、不 朽\《不 朽 凡 人》（校对版全本）.txt","7726811"
"02、仙侠","41、第 九","《天 下 第 九》（校对版全本）.txt","02、仙侠\41、第 九\《天 下 第 九》（校对版全本）.txt","7570414"
"02、仙侠","42、聊 z","《聊 斋 大 圣 人》（校对版全本）.txt","02、仙侠\42、聊 z\《聊 斋 大 圣 人》（校对版全本）.txt","5196137"
"02、仙侠","43、独 步","《独 步 天 下》（校对版全本）.txt","02、仙侠\43、独 步\《独 步 天 下》（校对版全本）.txt","7036713"
"02、仙侠","44、玄 浑","《玄 浑 道 章》（校对版）.txt","02、仙侠\44、玄 浑\《玄 浑 道 章》（校对版）.txt","22787016"
"02、仙侠","44、白 首","《白 首 妖 师》（校对版全本）.txt","02、仙侠\44、白 首\《白 首 妖 师》（校对版全本）.txt","3302798"
"02、仙侠","45、地 球","《地 球 第 一 剑》（校对版全本）.txt","02、仙侠\45、地 球\《地 球 第 一 剑》（校对版全本）.txt","5771575"
"02、仙侠","46、大 佬","《天 庭 最 后 一 个 大 佬》（校对版）.txt","02、仙侠\46、大 佬\《天 庭 最 后 一 个 大 佬》（校对版）.txt","2828808"
"02、仙侠","47、仙 F","《仙 父》（校对版）.txt","02、仙侠\47、仙 F\《仙 父》（校对版）.txt","6785957"
"02、仙侠","48、剑 神","《我 不 可 能 是 剑 神》（校对版全本）.txt","02、仙侠\48、剑 神\《我 不 可 能 是 剑 神》（校对版全本）.txt","3600923"
"02、仙侠","49、大 苍","《大 苍 守 夜 人》（校对版全本）.txt","02、仙侠\49、大 苍\《大 苍 守 夜 人》（校对版全本）.txt","13281760"
"02、仙侠","50、从 前","《从 前 有 座 灵 剑 山》（精校版全本）.txt","02、仙侠\50、从 前\《从 前 有 座 灵 剑 山》（精校版全本）.txt","6102747"
"02、仙侠","51、仙 H","《仙 葫》（校对版全本）.txt","02、仙侠\51、仙 H\《仙 葫》（校对版全本）.txt","5244377"
"02、仙侠","52、苟 在","《苟在女魔头身边偷偷修炼》（校对版）.txt","02、仙侠\52、苟 在\《苟在女魔头身边偷偷修炼》（校对版）.txt","15001731"
"02、仙侠","53、道 门","《道 门 法 则》（校对版全本）.txt","02、仙侠\53、道 门\《道 门 法 则》（校对版全本）.txt","7871367"
"02、仙侠","54、大 数 据","《大 数 据 修 仙》（校对版全本）.txt","02、仙侠\54、大 数 据\《大 数 据 修 仙》（校对版全本）.txt","22130115"
